brier,ece,group,mean_confidence,nll,seed,target_subject,temperature
0.7777719076045237,0.08392539920492305,SoftWeightArtifactReject_raw,0.33045318722724915,1.4495644569396973,20,2,1.0
0.7671602706160575,0.05659081704086727,SWAR_TempScale_SourceVal,0.30659082531929016,1.423288345336914,20,2,1.4
0.7799383267734673,0.08678343892097473,SWAR_LabelSmoothing_eps005,0.3333112299442291,1.4552664756774902,20,2,1.0
0.7792534024602001,0.08908649689207476,SWAR_LabelSmoothing_eps010,0.33214202523231506,1.453453540802002,20,2,1.0
0.7792272068394392,0.08902389680345855,SWAR_BrierMix_lam005,0.3355516791343689,1.4534446001052856,20,2,1.0
0.7805273072045859,0.09138022632234627,SWAR_BrierMix_lam010,0.337907999753952,1.45609712600708,20,2,1.0
0.7734664310565681,0.06527489340967604,ArtifactReject_raw,0.3187471032142639,1.4376403093338013,20,2,1.0
0.7735850446816831,0.10094743221998215,NaiveAug,0.3474832773208618,1.4366776943206787,21,2,1.0
0.7702489223191458,0.08235088114937147,SoftWeightArtifactReject_raw,0.3288786709308624,1.432321548461914,21,2,1.0
0.754646565328177,0.03377944148249098,SWAR_TempScale_SourceVal,0.28725165128707886,1.395862102508545,21,2,2.1500000000000004
0.7696020464862837,0.0723841960231463,SWAR_LabelSmoothing_eps005,0.32585641741752625,1.4326379299163818,21,2,1.0
0.7681782059494301,0.07517375631464852,SWAR_LabelSmoothing_eps010,0.3217015266418457,1.4293653964996338,21,2,1.0
0.7701183257058047,0.08063021798928578,SWAR_BrierMix_lam005,0.33063024282455444,1.4310791492462158,21,2,1.0
0.7704107560580274,0.0676700035110116,SWAR_BrierMix_lam010,0.33155885338783264,1.4325885772705078,21,2,1.0
0.7754139943286085,0.0880138333886862,ArtifactReject_raw,0.34495827555656433,1.4412504434585571,21,2,1.0
0.7650186812438784,0.07222823695176177,NaiveAug,0.32074764370918274,1.4166120290756226,22,2,1.0
0.7617185403233591,0.03058899939060212,SoftWeightArtifactReject_raw,0.2910056710243225,1.4128111600875854,22,2,1.0
0.7814900166395343,0.08525050907499258,SWAR_TempScale_SourceVal,0.32830604910850525,1.4670816659927368,22,2,0.5
0.7636374664570028,0.04937576016204226,SWAR_LabelSmoothing_eps005,0.2959035336971283,1.4168415069580078,22,2,1.0
0.7620560077729901,0.0459179168360101,SWAR_LabelSmoothing_eps010,0.29244568943977356,1.4133652448654175,22,2,1.0
0.763147877473543,0.05124130927854113,SWAR_BrierMix_lam005,0.29429686069488525,1.4155675172805786,22,2,1.0
