target_subject,seed,group,n_support,n_aug_total,n_aug_kept,rejected_ratio,mean_aug_weight_all,mean_aug_weight_kept,sum_aug_weight_kept,sum_weight_per_candidate,CE_real,CE_aug_raw,CE_aug_weighted,final_train_loss,artifact_threshold,mean_v2_gamma,v2_prior_agreement_rate,v2_proto_agreement_rate,v2_both_agreement_rate,tf_supervised_ratio,tf_consistency_ratio,tf_quarantine_ratio,fold_score_nan_inf_count,fold_covariance_nan_inf_count,accuracy,balanced_accuracy,macro_f1,kappa,auroc,nll,ece,brier,class_0_accuracy,class_0_f1,class_1_accuracy,class_1_f1
102,20,NaiveTF-Aug_LS010,10,60,60,0.0,1.0,1.0,60.0,1.0,0.33275121450424194,0.4067431390285492,0.4067431092262268,0.7394943237304688,2.589672040939338,0.6972677707672119,0.8166666626930237,0.800000011920929,0.800000011920929,0.13333333333333333,0.3,0.5666666666666667,0,0,0.7428571428571429,0.7401960784313726,0.7394540942928038,0.48275862068965514,0.7679738562091503,1.2542618937659473,0.24606234005519323,0.4871530830860138,0.6470588235294118,0.7096774193548386,0.8333333333333334,0.7692307692307692
102,20,AugMixTF_LS010,10,60,60,0.0,1.0,1.0,60.0,0.0,nan,nan,nan,nan,2.589672040939338,0.6972677707672119,0.8166666626930237,0.800000011920929,0.800000011920929,0.13333333333333333,0.3,0.5666666666666667,0,0,0.7142857142857143,0.7107843137254902,0.7083333333333333,0.42434210526315785,0.7810457516339868,1.0561425734950307,0.23120345899036954,0.47824886441230774,0.5882352941176471,0.6666666666666667,0.8333333333333334,0.7499999999999999
102,20,SAS-Cert-TFConsistency_v0,10,60,26,0.5666666666666667,0.4333333373069763,1.0,26.0,0.43333333333333335,nan,nan,nan,nan,2.589672040939338,0.6972677707672119,0.8166666626930237,0.800000011920929,0.800000011920929,0.13333333333333333,0.3,0.5666666666666667,0,0,0.7428571428571429,0.7401960784313726,0.7394540942928038,0.48275862068965514,0.7712418300653594,0.8888051997798553,0.2521879894392831,0.4538118839263916,0.6470588235294118,0.7096774193548386,0.8333333333333334,0.7692307692307692
102,21,RealOnly_LS010,10,60,0,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,2.0296297311782885,0.5699493288993835,0.6666666865348816,0.6833333373069763,0.6499999761581421,0.11666666666666667,0.2,0.6833333333333333,0,0,0.7428571428571429,0.7401960784313726,0.7394540942928038,0.48275862068965514,0.8398692810457515,0.6810790214716184,0.22474258967808314,0.389676570892334,0.6470588235294118,0.7096774193548386,0.8333333333333334,0.7692307692307692
102,21,NaiveTF-Aug_LS010,10,60,60,0.0,1.0,1.0,60.0,1.0,0.3435615003108978,0.40900447964668274,0.40900447964668274,0.7525659799575806,2.0296297311782885,0.5699493288993835,0.6666666865348816,0.6833333373069763,0.6499999761581421,0.11666666666666667,0.2,0.6833333333333333,0,0,0.7428571428571429,0.7401960784313726,0.7394540942928038,0.48275862068965514,0.8398692810457515,0.6796491574467306,0.22238790648324147,0.3851396143436432,0.6470588235294118,0.7096774193548386,0.8333333333333334,0.7692307692307692
102,21,AugMixTF_LS010,10,60,60,0.0,1.0,1.0,60.0,0.0,nan,nan,nan,nan,2.0296297311782885,0.5699493288993835,0.6666666865348816,0.6833333373069763,0.6499999761581421,0.11666666666666667,0.2,0.6833333333333333,0,0,0.7714285714285715,0.7696078431372549,0.7697368421052632,0.540983606557377,0.8562091503267973,0.6325565112860675,0.13365459953035624,0.3410733640193939,0.7058823529411765,0.7500000000000001,0.8333333333333334,0.7894736842105262
102,21,SAS-Cert-TFConsistency_v0,10,60,19,0.6833333333333333,0.3166666626930237,1.0,19.0,0.31666666666666665,nan,nan,nan,nan,2.0296297311782885,0.5699493288993835,0.6666666865348816,0.6833333373069763,0.6499999761581421,0.11666666666666667,0.2,0.6833333333333333,0,0,0.7428571428571429,0.7401960784313726,0.7394540942928038,0.48275862068965514,0.8398692810457516,0.7748641067291381,0.1957155466079712,0.4068583548069,0.6470588235294118,0.7096774193548386,0.8333333333333334,0.7692307692307692
102,22,RealOnly_LS010,10,60,0,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,1.685161232948305,0.6364458799362183,0.75,0.7166666388511658,0.7166666388511658,0.18333333333333332,0.25,0.5666666666666667,0,0,0.7428571428571429,0.7450980392156863,0.7420147420147419,0.4878048780487805,0.7941176470588235,0.5743269220552891,0.1734694574560438,0.3941192924976349,0.8235294117647058,0.7567567567567567,0.6666666666666666,0.7272727272727272
102,22,NaiveTF-Aug_LS010,10,60,60,0.0,1.0,1.0,60.0,1.0,0.33078598976135254,0.35826510190963745,0.35826507210731506,0.6890510320663452,1.685161232948305,0.6364458799362183,0.75,0.7166666388511658,0.7166666388511658,0.18333333333333332,0.25,0.5666666666666667,0,0,0.6857142857142857,0.6895424836601307,0.6815550041356493,0.37601296596434364,0.7973856209150326,0.5929610776107026,0.1865728735923767,0.407081663608551,0.8235294117647058,0.717948717948718,0.5555555555555556,0.6451612903225806
102,22,AugMixTF_LS010,10,60,60,0.0,1.0,1.0,60.0,0.0,nan,nan,nan,nan,1.685161232948305,0.6364458799362183,0.75,0.7166666388511658,0.7166666388511658,0.18333333333333332,0.25,0.5666666666666667,0,0,0.7142857142857143,0.7205882352941176,0.7023809523809526,0.435483870967742,0.803921568627451,0.6051807908862697,0.22686334592955457,0.4055239260196686,0.9411764705882353,0.7619047619047621,0.5,0.6428571428571429
102,22,SAS-Cert-TFConsistency_v0,10,60,26,0.5666666666666667,0.4333333373069763,1.0,26.0,0.43333333333333335,nan,nan,nan,nan,1.685161232948305,0.6364458799362183,0.75,0.7166666388511658,0.7166666388511658,0.18333333333333332,0.25,0.5666666666666667,0,0,0.6857142857142857,0.6830065359477124,0.6815550041356493,0.367816091954023,0.7875816993464052,0.563651565567044,0.19513029711587088,0.3948048949241638,0.5882352941176471,0.6451612903225806,0.7777777777777778,0.717948717948718
102,23,RealOnly_LS010,10,60,0,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,6.34160895347596,0.6334399580955505,0.7166666388511658,0.75,0.7166666388511658,0.13333333333333333,0.15,0.7166666666666667,0,0,0.7142857142857143,0.7140522875816994,0.7140522875816994,0.4281045751633986,0.7418300653594772,0.8590018759846043,0.2678501486778259,0.4595916271209717,0.7058823529411765,0.7058823529411765,0.7222222222222222,0.7222222222222222
102,23,NaiveTF-Aug_LS010,10,60,60,0.0,1.0,1.0,60.0,1.0,0.3981066644191742,0.45007288455963135,0.45007285475730896,0.8481795191764832,6.34160895347596,0.6334399580955505,0.7166666388511658,0.75,0.7166666388511658,0.13333333333333333,0.15,0.7166666666666667,0,0,0.7142857142857143,0.7140522875816994,0.7140522875816994,0.4281045751633986,0.7450980392156863,0.8439388046002291,0.22068967734064376,0.4608917832374573,0.7058823529411765,0.7058823529411765,0.7222222222222222,0.7222222222222222
102,23,AugMixTF_LS010,10,60,60,0.0,1.0,1.0,60.0,0.0,nan,nan,nan,nan,6.34160895347596,0.6334399580955505,0.7166666388511658,0.75,0.7166666388511658,0.13333333333333333,0.15,0.7166666666666667,0,0,0.6,0.6045751633986928,0.5916666666666667,0.20711974110032372,0.7777777777777778,0.8799187198033228,0.2868535825184413,0.4916404187679291,0.7647058823529411,0.65,0.4444444444444444,0.5333333333333333
102,23,SAS-Cert-TFConsistency_v0,10,60,17,0.7166666666666667,0.28333333134651184,1.0,17.0,0.2833333333333333,nan,nan,nan,nan,6.34160895347596,0.6334399580955505,0.7166666388511658,0.75,0.7166666388511658,0.13333333333333333,0.15,0.7166666666666667,0,0,0.7428571428571429,0.7434640522875817,0.7428571428571428,0.48613376835236544,0.7712418300653595,0.6905586614120891,0.2350456348487309,0.43613457679748535,0.7647058823529411,0.7428571428571428,0.7222222222222222,0.7428571428571428
102,24,RealOnly_LS010,10,60,0,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,2.578970551490784,0.4178953170776367,0.46666666865348816,0.5,0.44999998807907104,0.13333333333333333,0.23333333333333334,0.6333333333333333,0,0,0.34285714285714286,0.34477124183006536,0.34070434070434064,-0.3089430894308942,0.2549019607843137,3.059543367034976,0.6392738338027681,1.2248204946517944,0.4117647058823529,0.37837837837837834,0.2777777777777778,0.303030303030303
102,24,NaiveTF-Aug_LS010,10,60,60,0.0,1.0,1.0,60.0,1.0,0.6945943832397461,0.6401865482330322,0.6401864886283875,1.3347809314727783,2.578970551490784,0.4178953170776367,0.46666666865348816,0.5,0.44999998807907104,0.13333333333333333,0.23333333333333334,0.6333333333333333,0,0,0.3142857142857143,0.31699346405228757,0.30921052631578944,-0.36363636363636354,0.2875816993464052,3.1197486320831893,0.6178380531924111,1.204684853553772,0.4117647058823529,0.36842105263157887,0.2222222222222222,0.25
