acc,ece,group,kappa,macro_f1,n_train,nll,seed,shadow_diagnostic,target_subject
0.3680555555555556,0.09840640084197123,NaiveAug,0.15740740740740744,0.35076080121738834,200,1.3440685272216797,21,0,3
0.3333333333333333,0.06293491212030251,Random50,0.11111111111111109,0.2786685641998735,110,1.3474738597869873,21,0,3
0.3715277777777778,0.07938304057137834,SASCertTop50,0.16203703703703706,0.2616931592392847,110,1.3406431674957275,21,0,3
0.3854166666666667,0.12730812509026793,SASCertSoftWeight,0.18055555555555558,0.30027493570168473,200,1.3406652212142944,21,1,3
0.3680555555555556,0.09088087537222439,ArtifactReject,0.15740740740740744,0.33738668258686666,182,1.3416448831558228,21,1,3
0.375,0.09907288958008091,SoftWeightArtifactReject,0.16666666666666666,0.2979313756953359,182,1.3407984972000122,21,1,3
0.3055555555555556,0.07380560697573753,NoAug,0.07407407407407411,0.20024812494293975,20,1.3525608777999878,22,0,3
0.3125,0.05450875824317336,NaiveAug,0.08333333333333333,0.2376927239765132,200,1.3499144315719604,22,0,3
0.2569444444444444,0.16895285520392161,Random50,0.009259259259259226,0.1145154280747501,110,1.385412335395813,22,0,3
0.3402777777777778,0.05292955641117361,SASCertTop50,0.12037037037037039,0.23999572304657046,110,1.350785732269287,22,0,3
0.3125,0.07567215317653284,SASCertSoftWeight,0.08333333333333333,0.211104033455069,200,1.3543249368667603,22,1,3
0.3472222222222222,0.06097161231769456,ArtifactReject,0.12962962962962962,0.27439616890191953,182,1.350097894668579,22,1,3
0.3333333333333333,0.08751371151043309,SoftWeightArtifactReject,0.11111111111111109,0.24055508653440272,182,1.3520054817199707,22,1,3
0.3194444444444444,0.04872495453390809,NoAug,0.09259259259259256,0.2867763525762077,20,1.360077977180481,20,0,4
0.3472222222222222,0.07546109126673804,NaiveAug,0.12962962962962962,0.3006659721705484,200,1.3604817390441895,20,0,4
0.3055555555555556,0.03389778102023734,Random50,0.07407407407407411,0.20907945238938877,110,1.3642752170562744,20,0,4
0.3576388888888889,0.10692637988055746,SASCertTop50,0.14351851851851852,0.28628484919662434,110,1.3603978157043457,20,0,4
0.3923611111111111,0.12195971566769812,SASCertSoftWeight,0.1898148148148148,0.3312579878405657,200,1.3579672574996948,20,1,4
0.4444444444444444,0.18067433312535286,ArtifactReject,0.25925925925925924,0.4397967923403679,182,1.3612760305404663,20,1,4
0.375,0.10822080365485615,SoftWeightArtifactReject,0.16666666666666666,0.36496327254305977,182,1.3585898876190186,20,1,4
0.2951388888888889,0.02488595526665449,NoAug,0.060185185185185196,0.2640683740601504,20,1.3580373525619507,21,0,4
0.3159722222222222,0.03839181467062897,NaiveAug,0.08796296296296295,0.21404853179128724,200,1.3588712215423584,21,0,4
0.2743055555555556,0.03045696641008059,Random50,0.03240740740740744,0.17532271359769697,110,1.367490291595459,21,0,4
